trial_num,prompt,choice,reward,cumulative_reward
66,"In this task, you have to repeatedly choose between two slot machines labeled U and P.
You can choose a slot machine by pressing its corresponding key.When you select one of the machines, you will win 1 or 0 points.Your goal is to choose the slot machines that will give you the most points.You will receive feedback about the outcome after making a choice.
The environment may change unpredictably, and past success does not guarantee future results. You’ll need to adapt to these changes to keep finding the better machine.You will play 1 game in total, consisting of 100 trials. Game 1:You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<P> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 0 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 0 points.
You press <<P> and get 0 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<P> and get 0 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<U> and get 0 points.
You press <<U> and get 0 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<U> and get 0 points.
You press <<U> and get 0 points.
You press <<",P,1,43
67,"In this task, you have to repeatedly choose between two slot machines labeled U and P.
You can choose a slot machine by pressing its corresponding key.When you select one of the machines, you will win 1 or 0 points.Your goal is to choose the slot machines that will give you the most points.You will receive feedback about the outcome after making a choice.
The environment may change unpredictably, and past success does not guarantee future results. You’ll need to adapt to these changes to keep finding the better machine.You will play 1 game in total, consisting of 100 trials. Game 1:You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<P> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 0 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 0 points.
You press <<P> and get 0 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<P> and get 0 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<U> and get 0 points.
You press <<U> and get 0 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<U> and get 0 points.
You press <<U> and get 0 points.
You press <<P> and get 1 points.
You press <<",P,1,44
68,"In this task, you have to repeatedly choose between two slot machines labeled U and P.
You can choose a slot machine by pressing its corresponding key.When you select one of the machines, you will win 1 or 0 points.Your goal is to choose the slot machines that will give you the most points.You will receive feedback about the outcome after making a choice.
The environment may change unpredictably, and past success does not guarantee future results. You’ll need to adapt to these changes to keep finding the better machine.You will play 1 game in total, consisting of 100 trials. Game 1:You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<P> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 0 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 0 points.
You press <<P> and get 0 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<P> and get 0 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<U> and get 0 points.
You press <<U> and get 0 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<U> and get 0 points.
You press <<U> and get 0 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<",P,1,45
69,"In this task, you have to repeatedly choose between two slot machines labeled U and P.
You can choose a slot machine by pressing its corresponding key.When you select one of the machines, you will win 1 or 0 points.Your goal is to choose the slot machines that will give you the most points.You will receive feedback about the outcome after making a choice.
The environment may change unpredictably, and past success does not guarantee future results. You’ll need to adapt to these changes to keep finding the better machine.You will play 1 game in total, consisting of 100 trials. Game 1:You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<P> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 0 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 0 points.
You press <<P> and get 0 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<P> and get 0 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<U> and get 0 points.
You press <<U> and get 0 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<U> and get 0 points.
You press <<U> and get 0 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<",P,1,46
70,"In this task, you have to repeatedly choose between two slot machines labeled U and P.
You can choose a slot machine by pressing its corresponding key.When you select one of the machines, you will win 1 or 0 points.Your goal is to choose the slot machines that will give you the most points.You will receive feedback about the outcome after making a choice.
The environment may change unpredictably, and past success does not guarantee future results. You’ll need to adapt to these changes to keep finding the better machine.You will play 1 game in total, consisting of 100 trials. Game 1:You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<P> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 0 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 0 points.
You press <<P> and get 0 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<P> and get 0 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<U> and get 0 points.
You press <<U> and get 0 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<U> and get 0 points.
You press <<U> and get 0 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<",U,1,47
71,"In this task, you have to repeatedly choose between two slot machines labeled U and P.
You can choose a slot machine by pressing its corresponding key.When you select one of the machines, you will win 1 or 0 points.Your goal is to choose the slot machines that will give you the most points.You will receive feedback about the outcome after making a choice.
The environment may change unpredictably, and past success does not guarantee future results. You’ll need to adapt to these changes to keep finding the better machine.You will play 1 game in total, consisting of 100 trials. Game 1:You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<P> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 0 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 0 points.
You press <<P> and get 0 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<P> and get 0 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<U> and get 0 points.
You press <<U> and get 0 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<U> and get 0 points.
You press <<U> and get 0 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<U> and get 1 points.
You press <<",U,0,47
72,"In this task, you have to repeatedly choose between two slot machines labeled U and P.
You can choose a slot machine by pressing its corresponding key.When you select one of the machines, you will win 1 or 0 points.Your goal is to choose the slot machines that will give you the most points.You will receive feedback about the outcome after making a choice.
The environment may change unpredictably, and past success does not guarantee future results. You’ll need to adapt to these changes to keep finding the better machine.You will play 1 game in total, consisting of 100 trials. Game 1:You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<P> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 0 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 0 points.
You press <<P> and get 0 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<P> and get 0 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<U> and get 0 points.
You press <<U> and get 0 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<U> and get 0 points.
You press <<U> and get 0 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<U> and get 1 points.
You press <<U> and get 0 points.
You press <<",U,0,47
73,"In this task, you have to repeatedly choose between two slot machines labeled U and P.
You can choose a slot machine by pressing its corresponding key.When you select one of the machines, you will win 1 or 0 points.Your goal is to choose the slot machines that will give you the most points.You will receive feedback about the outcome after making a choice.
The environment may change unpredictably, and past success does not guarantee future results. You’ll need to adapt to these changes to keep finding the better machine.You will play 1 game in total, consisting of 100 trials. Game 1:You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<P> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 0 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 0 points.
You press <<P> and get 0 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<P> and get 0 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<U> and get 0 points.
You press <<U> and get 0 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<U> and get 0 points.
You press <<U> and get 0 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<U> and get 1 points.
You press <<U> and get 0 points.
You press <<U> and get 0 points.
You press <<",U,0,47
74,"In this task, you have to repeatedly choose between two slot machines labeled U and P.
You can choose a slot machine by pressing its corresponding key.When you select one of the machines, you will win 1 or 0 points.Your goal is to choose the slot machines that will give you the most points.You will receive feedback about the outcome after making a choice.
The environment may change unpredictably, and past success does not guarantee future results. You’ll need to adapt to these changes to keep finding the better machine.You will play 1 game in total, consisting of 100 trials. Game 1:You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<P> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 0 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 0 points.
You press <<P> and get 0 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<P> and get 0 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<U> and get 0 points.
You press <<U> and get 0 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<U> and get 0 points.
You press <<U> and get 0 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<U> and get 1 points.
You press <<U> and get 0 points.
You press <<U> and get 0 points.
You press <<U> and get 0 points.
You press <<",U,0,47
75,"In this task, you have to repeatedly choose between two slot machines labeled U and P.
You can choose a slot machine by pressing its corresponding key.When you select one of the machines, you will win 1 or 0 points.Your goal is to choose the slot machines that will give you the most points.You will receive feedback about the outcome after making a choice.
The environment may change unpredictably, and past success does not guarantee future results. You’ll need to adapt to these changes to keep finding the better machine.You will play 1 game in total, consisting of 100 trials. Game 1:You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<P> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 0 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 0 points.
You press <<P> and get 0 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<P> and get 0 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<U> and get 0 points.
You press <<U> and get 0 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<U> and get 0 points.
You press <<U> and get 0 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<U> and get 1 points.
You press <<U> and get 0 points.
You press <<U> and get 0 points.
You press <<U> and get 0 points.
You press <<U> and get 0 points.
You press <<",P,1,48
76,"In this task, you have to repeatedly choose between two slot machines labeled U and P.
You can choose a slot machine by pressing its corresponding key.When you select one of the machines, you will win 1 or 0 points.Your goal is to choose the slot machines that will give you the most points.You will receive feedback about the outcome after making a choice.
The environment may change unpredictably, and past success does not guarantee future results. You’ll need to adapt to these changes to keep finding the better machine.You will play 1 game in total, consisting of 100 trials. Game 1:You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<P> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 0 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 0 points.
You press <<P> and get 0 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 0 points.
You press <<P> and get 0 points.
You press <<P> and get 0 points.
You press <<U> and get 1 points.
You press <<U> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<U> and get 0 points.
You press <<U> and get 0 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<U> and get 0 points.
You press <<U> and get 0 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<P> and get 1 points.
You press <<U> and get 1 points.
You press <<U> and get 0 points.
You press <<U> and get 0 points.
You press <<U> and get 0 points.
You press <<U> and get 0 points.
You press <<P> and get 1 points.
You press <<",P,1,49
